id,ind,pop,motu,run,rep,time,temp,surv,new_surv
1491,235,28,L,3,3,72,31,3,1
1492,236,28,L,3,3,72,31,3,1
1493,237,28,L,3,3,72,31,3,1
1494,238,28,L,3,3,72,31,3,0
1495,239,28,L,3,3,72,31,3,0
1496,235,28,L,3,3,96,34,0,0
1497,236,28,L,3,3,96,34,0,0
1498,237,28,L,3,3,96,34,0,0
1499,238,28,L,3,3,96,34,0,0
1500,239,28,L,3,3,96,34,0,0
1501,360,28,L,4,1,0,22,5,1
1502,361,28,L,4,1,0,22,5,1
1503,362,28,L,4,1,0,22,5,1
1504,363,28,L,4,1,0,22,5,1
1505,364,28,L,4,1,0,22,5,1
1506,360,28,L,4,1,24,25,4,1
1507,361,28,L,4,1,24,25,4,1
1508,362,28,L,4,1,24,25,4,1
1509,363,28,L,4,1,24,25,4,1
1510,364,28,L,4,1,24,25,4,0
1511,360,28,L,4,1,48,28,4,1
1512,361,28,L,4,1,48,28,4,1
1513,362,28,L,4,1,48,28,4,1
1514,363,28,L,4,1,48,28,4,1
1515,364,28,L,4,1,48,28,4,0
1516,360,28,L,4,1,72,31,3,1
1517,361,28,L,4,1,72,31,3,1
1518,362,28,L,4,1,72,31,3,1
1519,363,28,L,4,1,72,31,3,0
1520,364,28,L,4,1,72,31,3,0
1521,360,28,L,4,1,96,34,0,0
1522,361,28,L,4,1,96,34,0,0
1523,362,28,L,4,1,96,34,0,0
1524,363,28,L,4,1,96,34,0,0
1525,364,28,L,4,1,96,34,0,0
1526,365,28,L,4,2,0,22,5,1
1527,366,28,L,4,2,0,22,5,1
1528,367,28,L,4,2,0,22,5,1
1529,368,28,L,4,2,0,22,5,1
1530,369,28,L,4,2,0,22,5,1
1531,365,28,L,4,2,24,25,5,1
1532,366,28,L,4,2,24,25,5,1
1533,367,28,L,4,2,24,25,5,1
1534,368,28,L,4,2,24,25,5,1
1535,369,28,L,4,2,24,25,5,1
1536,365,28,L,4,2,48,28,5,1
1537,366,28,L,4,2,48,28,5,1
1538,367,28,L,4,2,48,28,5,1
1539,368,28,L,4,2,48,28,5,1
1540,369,28,L,4,2,48,28,5,1
1541,365,28,L,4,2,72,31,4,1
1542,366,28,L,4,2,72,31,4,1
1543,367,28,L,4,2,72,31,4,1
1544,368,28,L,4,2,72,31,4,1
1545,369,28,L,4,2,72,31,4,0
1546,365,28,L,4,2,96,34,1,1
1547,366,28,L,4,2,96,34,1,0
1548,367,28,L,4,2,96,34,1,0
1549,368,28,L,4,2,96,34,1,0
1550,369,28,L,4,2,96,34,1,0
1551,370,28,L,4,3,0,22,5,1
1552,371,28,L,4,3,0,22,5,1
1553,372,28,L,4,3,0,22,5,1
1554,373,28,L,4,3,0,22,5,1
1555,374,28,L,4,3,0,22,5,1
1556,370,28,L,4,3,24,25,5,1
1557,371,28,L,4,3,24,25,5,1
1558,372,28,L,4,3,24,25,5,1
1559,373,28,L,4,3,24,25,5,1
1560,374,28,L,4,3,24,25,5,1
1561,370,28,L,4,3,48,28,5,1
1562,371,28,L,4,3,48,28,5,1
1563,372,28,L,4,3,48,28,5,1
1564,373,28,L,4,3,48,28,5,1
1565,374,28,L,4,3,48,28,5,1
1566,370,28,L,4,3,72,31,3,1
1567,371,28,L,4,3,72,31,3,1
1568,372,28,L,4,3,72,31,3,1
1569,373,28,L,4,3,72,31,3,0
1570,374,28,L,4,3,72,31,3,0
1571,370,28,L,4,3,96,34,0,0
1572,371,28,L,4,3,96,34,0,0
1573,372,28,L,4,3,96,34,0,0
1574,373,28,L,4,3,96,34,0,0
1575,374,28,L,4,3,96,34,0,0
1576,106,29,L,2,1,0,22,5,1
1577,107,29,L,2,1,0,22,5,1
1578,108,29,L,2,1,0,22,5,1
1579,109,29,L,2,1,0,22,5,1
1580,110,29,L,2,1,0,22,5,1
1581,106,29,L,2,1,24,25,5,1
1582,107,29,L,2,1,24,25,5,1
1583,108,29,L,2,1,24,25,5,1
1584,109,29,L,2,1,24,25,5,1
1585,110,29,L,2,1,24,25,5,1
1586,106,29,L,2,1,48,28,4,1
1587,107,29,L,2,1,48,28,4,1
1588,108,29,L,2,1,48,28,4,1
1589,109,29,L,2,1,48,28,4,1
1590,110,29,L,2,1,48,28,4,0
1591,106,29,L,2,1,72,31,3,1
1592,107,29,L,2,1,72,31,3,1
1593,108,29,L,2,1,72,31,3,1
1594,109,29,L,2,1,72,31,3,0
1595,110,29,L,2,1,72,31,3,0
1596,106,29,L,2,1,96,34,0,0
1597,107,29,L,2,1,96,34,0,0
1598,108,29,L,2,1,96,34,0,0
1599,109,29,L,2,1,96,34,0,0
1600,110,29,L,2,1,96,34,0,0
1601,111,29,L,2,2,0,22,5,1
1602,112,29,L,2,2,0,22,5,1
1603,113,29,L,2,2,0,22,5,1
1604,114,29,L,2,2,0,22,5,1
1605,115,29,L,2,2,0,22,5,1
1606,111,29,L,2,2,24,25,5,1
1607,112,29,L,2,2,24,25,5,1
1608,113,29,L,2,2,24,25,5,1
1609,114,29,L,2,2,24,25,5,1
1610,115,29,L,2,2,24,25,5,1
1611,111,29,L,2,2,48,28,5,1
1612,112,29,L,2,2,48,28,5,1
1613,113,29,L,2,2,48,28,5,1
1614,114,29,L,2,2,48,28,5,1
1615,115,29,L,2,2,48,28,5,1
1616,111,29,L,2,2,72,31,1,1
1617,112,29,L,2,2,72,31,1,0
1618,113,29,L,2,2,72,31,1,0
1619,114,29,L,2,2,72,31,1,0
1620,115,29,L,2,2,72,31,1,0
1621,111,29,L,2,2,96,34,0,0
1622,112,29,L,2,2,96,34,0,0
1623,113,29,L,2,2,96,34,0,0
1624,114,29,L,2,2,96,34,0,0
1625,115,29,L,2,2,96,34,0,0
1626,116,29,L,2,3,0,22,5,1
1627,117,29,L,2,3,0,22,5,1
1628,118,29,L,2,3,0,22,5,1
1629,119,29,L,2,3,0,22,5,1
1630,120,29,L,2,3,0,22,5,1
1631,116,29,L,2,3,24,25,5,1
1632,117,29,L,2,3,24,25,5,1
1633,118,29,L,2,3,24,25,5,1
1634,119,29,L,2,3,24,25,5,1
1635,120,29,L,2,3,24,25,5,1
1636,116,29,L,2,3,48,28,5,1
1637,117,29,L,2,3,48,28,5,1
1638,118,29,L,2,3,48,28,5,1
1639,119,29,L,2,3,48,28,5,1
1640,120,29,L,2,3,48,28,5,1
1641,116,29,L,2,3,72,31,3,1
1642,117,29,L,2,3,72,31,3,1
1643,118,29,L,2,3,72,31,3,1
1644,119,29,L,2,3,72,31,3,0
1645,120,29,L,2,3,72,31,3,0
1646,116,29,L,2,3,96,34,0,0
1647,117,29,L,2,3,96,34,0,0
1648,118,29,L,2,3,96,34,0,0
1649,119,29,L,2,3,96,34,0,0
1650,120,29,L,2,3,96,34,0,0
1651,240,29,L,3,1,0,22,5,1
1652,241,29,L,3,1,0,22,5,1
1653,242,29,L,3,1,0,22,5,1
1654,243,29,L,3,1,0,22,5,1
1655,244,29,L,3,1,0,22,5,1
1656,240,29,L,3,1,24,25,5,1
1657,241,29,L,3,1,24,25,5,1
1658,242,29,L,3,1,24,25,5,1
1659,243,29,L,3,1,24,25,5,1
1660,244,29,L,3,1,24,25,5,1
1661,240,29,L,3,1,48,28,5,1
1662,241,29,L,3,1,48,28,5,1
1663,242,29,L,3,1,48,28,5,1
1664,243,29,L,3,1,48,28,5,1
1665,244,29,L,3,1,48,28,5,1
1666,240,29,L,3,1,72,31,4,1
1667,241,29,L,3,1,72,31,4,1
1668,242,29,L,3,1,72,31,4,1
1669,243,29,L,3,1,72,31,4,1
1670,244,29,L,3,1,72,31,4,0
1671,240,29,L,3,1,96,34,0,0
1672,241,29,L,3,1,96,34,0,0
1673,242,29,L,3,1,96,34,0,0
1674,243,29,L,3,1,96,34,0,0
1675,244,29,L,3,1,96,34,0,0
1676,245,29,L,3,2,0,22,5,1
1677,246,29,L,3,2,0,22,5,1
1678,247,29,L,3,2,0,22,5,1
1679,248,29,L,3,2,0,22,5,1
1680,249,29,L,3,2,0,22,5,1
1681,245,29,L,3,2,24,25,4,1
1682,246,29,L,3,2,24,25,4,1
1683,247,29,L,3,2,24,25,4,1
1684,248,29,L,3,2,24,25,4,1
1685,249,29,L,3,2,24,25,4,0
1686,245,29,L,3,2,48,28,4,1
1687,246,29,L,3,2,48,28,4,1
1688,247,29,L,3,2,48,28,4,1
1689,248,29,L,3,2,48,28,4,1
1690,249,29,L,3,2,48,28,4,0
1691,245,29,L,3,2,72,31,4,1
1692,246,29,L,3,2,72,31,4,1
1693,247,29,L,3,2,72,31,4,1
1694,248,29,L,3,2,72,31,4,1
1695,249,29,L,3,2,72,31,4,0
1696,245,29,L,3,2,96,34,0,0
1697,246,29,L,3,2,96,34,0,0
1698,247,29,L,3,2,96,34,0,0
1699,248,29,L,3,2,96,34,0,0
1700,249,29,L,3,2,96,34,0,0
1701,250,29,L,3,3,0,22,5,1
1702,251,29,L,3,3,0,22,5,1
1703,252,29,L,3,3,0,22,5,1
1704,253,29,L,3,3,0,22,5,1
1705,254,29,L,3,3,0,22,5,1
1706,250,29,L,3,3,24,25,4,1
1707,251,29,L,3,3,24,25,4,1
1708,252,29,L,3,3,24,25,4,1
1709,253,29,L,3,3,24,25,4,1
1710,254,29,L,3,3,24,25,4,0
1711,250,29,L,3,3,48,28,4,1
1712,251,29,L,3,3,48,28,4,1
1713,252,29,L,3,3,48,28,4,1
1714,253,29,L,3,3,48,28,4,1
1715,254,29,L,3,3,48,28,4,0
1716,250,29,L,3,3,72,31,1,1
1717,251,29,L,3,3,72,31,1,0
1718,252,29,L,3,3,72,31,1,0
1719,253,29,L,3,3,72,31,1,0
1720,254,29,L,3,3,72,31,1,0
1721,250,29,L,3,3,96,34,0,0
1722,251,29,L,3,3,96,34,0,0
1723,252,29,L,3,3,96,34,0,0
1724,253,29,L,3,3,96,34,0,0
1725,254,29,L,3,3,96,34,0,0
1726,375,29,L,4,1,0,22,5,1
1727,376,29,L,4,1,0,22,5,1
1728,377,29,L,4,1,0,22,5,1
1729,378,29,L,4,1,0,22,5,1
1730,379,29,L,4,1,0,22,5,1
1731,375,29,L,4,1,24,25,4,1
1732,376,29,L,4,1,24,25,4,1
1733,377,29,L,4,1,24,25,4,1
1734,378,29,L,4,1,24,25,4,1
1735,379,29,L,4,1,24,25,4,0
1736,375,29,L,4,1,48,28,5,1
1737,376,29,L,4,1,48,28,5,1
1738,377,29,L,4,1,48,28,5,1
1739,378,29,L,4,1,48,28,5,1
1740,379,29,L,4,1,48,28,5,1
1741,375,29,L,4,1,72,31,4,1
1742,376,29,L,4,1,72,31,4,1
1743,377,29,L,4,1,72,31,4,1
1744,378,29,L,4,1,72,31,4,1
1745,379,29,L,4,1,72,31,4,0
1746,375,29,L,4,1,96,34,0,0
1747,376,29,L,4,1,96,34,0,0
1748,377,29,L,4,1,96,34,0,0
1749,378,29,L,4,1,96,34,0,0
1750,379,29,L,4,1,96,34,0,0
1751,380,29,L,4,2,0,22,5,1
1752,381,29,L,4,2,0,22,5,1
1753,382,29,L,4,2,0,22,5,1
1754,383,29,L,4,2,0,22,5,1
1755,384,29,L,4,2,0,22,5,1
1756,380,29,L,4,2,24,25,4,1
1757,381,29,L,4,2,24,25,4,1
1758,382,29,L,4,2,24,25,4,1
1759,383,29,L,4,2,24,25,4,1
1760,384,29,L,4,2,24,25,4,0
1761,380,29,L,4,2,48,28,4,1
1762,381,29,L,4,2,48,28,4,1
1763,382,29,L,4,2,48,28,4,1
1764,383,29,L,4,2,48,28,4,1
1765,384,29,L,4,2,48,28,4,0
1766,380,29,L,4,2,72,31,1,1
1767,381,29,L,4,2,72,31,1,0
1768,382,29,L,4,2,72,31,1,0
1769,383,29,L,4,2,72,31,1,0
1770,384,29,L,4,2,72,31,1,0
1771,380,29,L,4,2,96,34,0,0
1772,381,29,L,4,2,96,34,0,0
1773,382,29,L,4,2,96,34,0,0
1774,383,29,L,4,2,96,34,0,0
1775,384,29,L,4,2,96,34,0,0
1776,385,29,L,4,3,0,22,5,1
1777,386,29,L,4,3,0,22,5,1
1778,387,29,L,4,3,0,22,5,1
1779,388,29,L,4,3,0,22,5,1
1780,389,29,L,4,3,0,22,5,1
1781,385,29,L,4,3,24,25,5,1
1782,386,29,L,4,3,24,25,5,1
1783,387,29,L,4,3,24,25,5,1
1784,388,29,L,4,3,24,25,5,1
1785,389,29,L,4,3,24,25,5,1
1786,385,29,L,4,3,48,28,5,1
1787,386,29,L,4,3,48,28,5,1
1788,387,29,L,4,3,48,28,5,1
1789,388,29,L,4,3,48,28,5,1
1790,389,29,L,4,3,48,28,5,1
1791,385,29,L,4,3,72,31,3,1
1792,386,29,L,4,3,72,31,3,1
1793,387,29,L,4,3,72,31,3,1
1794,388,29,L,4,3,72,31,3,0
1795,389,29,L,4,3,72,31,3,0
1796,385,29,L,4,3,96,34,0,0
1797,386,29,L,4,3,96,34,0,0
1798,387,29,L,4,3,96,34,0,0
1799,388,29,L,4,3,96,34,0,0
1800,389,29,L,4,3,96,34,0,0
1801,121,31,L,2,1,0,22,5,1
1802,122,31,L,2,1,0,22,5,1
1803,123,31,L,2,1,0,22,5,1
1804,124,31,L,2,1,0,22,5,1
1805,125,31,L,2,1,0,22,5,1
1806,121,31,L,2,1,24,25,5,1
1807,122,31,L,2,1,24,25,5,1
1808,123,31,L,2,1,24,25,5,1
1809,124,31,L,2,1,24,25,5,1
1810,125,31,L,2,1,24,25,5,1
1811,121,31,L,2,1,48,28,5,1
1812,122,31,L,2,1,48,28,5,1
1813,123,31,L,2,1,48,28,5,1
1814,124,31,L,2,1,48,28,5,1
1815,125,31,L,2,1,48,28,5,1
1816,121,31,L,2,1,72,31,1,1
1817,122,31,L,2,1,72,31,1,0
1818,123,31,L,2,1,72,31,1,0
1819,124,31,L,2,1,72,31,1,0
1820,125,31,L,2,1,72,31,1,0
1821,121,31,L,2,1,96,34,0,0
1822,122,31,L,2,1,96,34,0,0
1823,123,31,L,2,1,96,34,0,0
1824,124,31,L,2,1,96,34,0,0
1825,125,31,L,2,1,96,34,0,0
1826,126,31,L,2,2,0,22,5,1
1827,127,31,L,2,2,0,22,5,1
1828,128,31,L,2,2,0,22,5,1
1829,129,31,L,2,2,0,22,5,1
1830,130,31,L,2,2,0,22,5,1
1831,126,31,L,2,2,24,25,5,1
1832,127,31,L,2,2,24,25,5,1
1833,128,31,L,2,2,24,25,5,1
1834,129,31,L,2,2,24,25,5,1
1835,130,31,L,2,2,24,25,5,1
1836,126,31,L,2,2,48,28,5,1
1837,127,31,L,2,2,48,28,5,1
1838,128,31,L,2,2,48,28,5,1
1839,129,31,L,2,2,48,28,5,1
1840,130,31,L,2,2,48,28,5,1
1841,126,31,L,2,2,72,31,0,0
1842,127,31,L,2,2,72,31,0,0
1843,128,31,L,2,2,72,31,0,0
1844,129,31,L,2,2,72,31,0,0
1845,130,31,L,2,2,72,31,0,0
1846,126,31,L,2,2,96,34,0,0
1847,127,31,L,2,2,96,34,0,0
1848,128,31,L,2,2,96,34,0,0
1849,129,31,L,2,2,96,34,0,0
1850,130,31,L,2,2,96,34,0,0
1851,131,31,L,2,3,0,22,4,1
1852,132,31,L,2,3,0,22,4,1
1853,133,31,L,2,3,0,22,4,1
1854,134,31,L,2,3,0,22,4,1
1855,131,31,L,2,3,24,25,4,1
1856,132,31,L,2,3,24,25,4,1
1857,133,31,L,2,3,24,25,4,1
1858,134,31,L,2,3,24,25,4,1
1859,131,31,L,2,3,48,28,3,1
1860,132,31,L,2,3,48,28,3,1
1861,133,31,L,2,3,48,28,3,1
1862,134,31,L,2,3,48,28,3,0
1863,131,31,L,2,3,72,31,0,0
1864,132,31,L,2,3,72,31,0,0
1865,133,31,L,2,3,72,31,0,0
1866,134,31,L,2,3,72,31,0,0
1867,131,31,L,2,3,96,34,0,0
1868,132,31,L,2,3,96,34,0,0
1869,133,31,L,2,3,96,34,0,0
1870,134,31,L,2,3,96,34,0,0
1871,255,31,L,3,1,0,22,5,1
1872,256,31,L,3,1,0,22,5,1
1873,257,31,L,3,1,0,22,5,1
1874,258,31,L,3,1,0,22,5,1
1875,259,31,L,3,1,0,22,5,1
1876,255,31,L,3,1,24,25,5,1
1877,256,31,L,3,1,24,25,5,1
1878,257,31,L,3,1,24,25,5,1
1879,258,31,L,3,1,24,25,5,1
1880,259,31,L,3,1,24,25,5,1
1881,255,31,L,3,1,48,28,4,1
1882,256,31,L,3,1,48,28,4,1
1883,257,31,L,3,1,48,28,4,1
1884,258,31,L,3,1,48,28,4,1
1885,259,31,L,3,1,48,28,4,0
1886,255,31,L,3,1,72,31,1,1
1887,256,31,L,3,1,72,31,1,0
1888,257,31,L,3,1,72,31,1,0
1889,258,31,L,3,1,72,31,1,0
1890,259,31,L,3,1,72,31,1,0
1891,255,31,L,3,1,96,34,0,0
1892,256,31,L,3,1,96,34,0,0
1893,257,31,L,3,1,96,34,0,0
1894,258,31,L,3,1,96,34,0,0
1895,259,31,L,3,1,96,34,0,0
1896,260,31,L,3,2,0,22,5,1
1897,261,31,L,3,2,0,22,5,1
1898,262,31,L,3,2,0,22,5,1
1899,263,31,L,3,2,0,22,5,1
1900,264,31,L,3,2,0,22,5,1
1901,260,31,L,3,2,24,25,5,1
1902,261,31,L,3,2,24,25,5,1
1903,262,31,L,3,2,24,25,5,1
1904,263,31,L,3,2,24,25,5,1
1905,264,31,L,3,2,24,25,5,1
1906,260,31,L,3,2,48,28,5,1
1907,261,31,L,3,2,48,28,5,1
1908,262,31,L,3,2,48,28,5,1
1909,263,31,L,3,2,48,28,5,1
1910,264,31,L,3,2,48,28,5,1
1911,260,31,L,3,2,72,31,2,1
1912,261,31,L,3,2,72,31,2,1
1913,262,31,L,3,2,72,31,2,0
1914,263,31,L,3,2,72,31,2,0
1915,264,31,L,3,2,72,31,2,0
1916,260,31,L,3,2,96,34,0,0
1917,261,31,L,3,2,96,34,0,0
1918,262,31,L,3,2,96,34,0,0
1919,263,31,L,3,2,96,34,0,0
1920,264,31,L,3,2,96,34,0,0
1921,265,31,L,3,3,0,22,5,1
1922,266,31,L,3,3,0,22,5,1
1923,267,31,L,3,3,0,22,5,1
1924,268,31,L,3,3,0,22,5,1
1925,269,31,L,3,3,0,22,5,1
1926,265,31,L,3,3,24,25,4,1
1927,266,31,L,3,3,24,25,4,1
1928,267,31,L,3,3,24,25,4,1
1929,268,31,L,3,3,24,25,4,1
1930,269,31,L,3,3,24,25,4,0
1931,265,31,L,3,3,48,28,3,1
1932,266,31,L,3,3,48,28,3,1
1933,267,31,L,3,3,48,28,3,1
1934,268,31,L,3,3,48,28,3,0
1935,269,31,L,3,3,48,28,3,0
1936,265,31,L,3,3,72,31,3,1
1937,266,31,L,3,3,72,31,3,1
1938,267,31,L,3,3,72,31,3,1
1939,268,31,L,3,3,72,31,3,0
1940,269,31,L,3,3,72,31,3,0
1941,265,31,L,3,3,96,34,0,0
1942,266,31,L,3,3,96,34,0,0
1943,267,31,L,3,3,96,34,0,0
1944,268,31,L,3,3,96,34,0,0
1945,269,31,L,3,3,96,34,0,0
1946,390,31,L,4,1,0,22,5,1
1947,391,31,L,4,1,0,22,5,1
1948,392,31,L,4,1,0,22,5,1
1949,393,31,L,4,1,0,22,5,1
1950,394,31,L,4,1,0,22,5,1
1951,390,31,L,4,1,24,25,5,1
1952,391,31,L,4,1,24,25,5,1
1953,392,31,L,4,1,24,25,5,1
1954,393,31,L,4,1,24,25,5,1
1955,394,31,L,4,1,24,25,5,1
1956,390,31,L,4,1,48,28,4,1
1957,391,31,L,4,1,48,28,4,1
1958,392,31,L,4,1,48,28,4,1
1959,393,31,L,4,1,48,28,4,1
1960,394,31,L,4,1,48,28,4,0
1961,390,31,L,4,1,72,31,0,0
1962,391,31,L,4,1,72,31,0,0
1963,392,31,L,4,1,72,31,0,0
1964,393,31,L,4,1,72,31,0,0
1965,394,31,L,4,1,72,31,0,0
1966,390,31,L,4,1,96,34,0,0
1967,391,31,L,4,1,96,34,0,0
1968,392,31,L,4,1,96,34,0,0
1969,393,31,L,4,1,96,34,0,0
1970,394,31,L,4,1,96,34,0,0
1971,395,31,L,4,2,0,22,5,1
1972,396,31,L,4,2,0,22,5,1
1973,397,31,L,4,2,0,22,5,1
1974,398,31,L,4,2,0,22,5,1
1975,399,31,L,4,2,0,22,5,1
1976,395,31,L,4,2,24,25,5,1
1977,396,31,L,4,2,24,25,5,1
1978,397,31,L,4,2,24,25,5,1
1979,398,31,L,4,2,24,25,5,1
1980,399,31,L,4,2,24,25,5,1
1981,395,31,L,4,2,48,28,5,1
1982,396,31,L,4,2,48,28,5,1
1983,397,31,L,4,2,48,28,5,1
1984,398,31,L,4,2,48,28,5,1
1985,399,31,L,4,2,48,28,5,1
1986,395,31,L,4,2,72,31,4,1
1987,396,31,L,4,2,72,31,4,1
1988,397,31,L,4,2,72,31,4,1
1989,398,31,L,4,2,72,31,4,1
1990,399,31,L,4,2,72,31,4,0
1991,395,31,L,4,2,96,34,0,0
1992,396,31,L,4,2,96,34,0,0
1993,397,31,L,4,2,96,34,0,0
1994,398,31,L,4,2,96,34,0,0
1995,399,31,L,4,2,96,34,0,0
1996,400,31,L,4,3,0,22,5,1
1997,401,31,L,4,3,0,22,5,1
1998,402,31,L,4,3,0,22,5,1
1999,403,31,L,4,3,0,22,5,1
2000,404,31,L,4,3,0,22,5,1
2001,400,31,L,4,3,24,25,4,1
2002,401,31,L,4,3,24,25,4,1
2003,402,31,L,4,3,24,25,4,1
2004,403,31,L,4,3,24,25,4,1
2005,404,31,L,4,3,24,25,4,0
2006,400,31,L,4,3,48,28,4,1
2007,401,31,L,4,3,48,28,4,1
2008,402,31,L,4,3,48,28,4,1
2009,403,31,L,4,3,48,28,4,1
2010,404,31,L,4,3,48,28,4,0
2011,400,31,L,4,3,72,31,2,1
2012,401,31,L,4,3,72,31,2,1
2013,402,31,L,4,3,72,31,2,0
2014,403,31,L,4,3,72,31,2,0
2015,404,31,L,4,3,72,31,2,0
2016,400,31,L,4,3,96,34,0,0
2017,401,31,L,4,3,96,34,0,0
2018,402,31,L,4,3,96,34,0,0
2019,403,31,L,4,3,96,34,0,0
2020,404,31,L,4,3,96,34,0,0
